accuracy,avg_reaction_time,mistakes,current_level,streak,game_type,next_level
78.6,3.64,3,3,0,routine,3
90.2,2.89,2,4,3,pattern,4
72.3,4.25,6,5,-3,memory,4
78.9,3.73,0,5,-1,attention,5
100.0,2.41,0,1,3,pattern,2
72.0,3.26,2,5,0,routine,4
81.4,2.88,2,5,3,routine,5
93.2,2.85,1,4,1,pattern,4
77.3,2.1,2,3,2,attention,3
90.1,2.83,0,2,1,attention,3
82.8,0.68,2,1,0,memory,2
50.0,2.97,3,5,1,attention,4
92.0,1.75,0,1,-3,pattern,2
81.5,1.77,2,1,0,memory,1
48.2,3.29,7,4,-1,memory,3
100.0,3.02,0,3,2,attention,4
83.4,3.61,0,4,3,pattern,4
63.5,3.23,1,5,-1,routine,4
89.8,3.51,0,4,-3,pattern,4
91.9,2.76,0,3,-1,routine,3
84.9,3.94,0,3,-1,pattern,3
97.9,2.54,0,1,-3,routine,2
98.2,0.6,0,1,3,attention,2
73.8,1.04,1,1,3,attention,2
100.0,1.59,0,1,2,routine,2
72.0,2.43,1,2,-3,memory,2
100.0,2.16,1,1,0,memory,2
100.0,2.3,0,1,-3,attention,2
58.6,2.0,3,4,1,memory,4
70.5,2.29,4,5,-3,routine,4
82.3,3.37,0,4,-3,pattern,4
47.5,3.44,3,5,0,attention,4
85.7,1.91,1,2,3,pattern,3
100.0,1.66,0,1,0,pattern,2
40.1,1.7,3,3,0,memory,2
74.4,4.31,3,5,1,routine,4
95.9,2.21,0,3,-2,pattern,4
77.4,2.44,1,2,-1,pattern,2
77.2,1.74,2,1,-3,memory,1
100.0,2.31,0,1,1,pattern,2
57.5,2.59,4,3,-1,routine,2
97.4,2.13,0,2,-1,memory,3
77.2,2.52,3,4,3,attention,4
59.8,3.5,3,5,3,pattern,4
100.0,1.0,0,1,2,memory,2
76.3,2.75,4,5,-2,attention,4
83.2,2.88,1,2,-3,routine,2
67.9,3.83,6,5,-2,pattern,4
67.6,3.1,2,5,0,attention,5
69.3,2.66,4,4,1,attention,3
62.9,2.52,6,4,-3,pattern,3
85.6,2.64,1,1,-3,memory,1
76.5,3.0,0,4,-1,memory,4
100.0,1.59,1,1,2,pattern,2
70.0,3.54,2,5,-2,routine,4
100.0,1.19,0,1,2,attention,2
56.1,4.85,3,5,3,routine,4
100.0,1.31,1,1,-3,pattern,2
100.0,2.21,0,2,-1,memory,3
67.9,3.14,2,4,-2,memory,3
68.4,2.38,4,3,3,routine,3
55.4,3.4,5,5,-2,memory,4
65.2,2.64,4,3,-1,memory,2
80.6,1.82,1,3,1,memory,3
96.2,1.46,0,3,2,routine,4
81.7,1.21,1,2,-2,routine,2
87.5,1.5,1,2,1,pattern,3
56.2,3.36,7,5,2,pattern,4
49.6,3.46,5,4,-3,memory,3
66.6,2.1,2,1,0,pattern,1
84.0,2.29,1,3,1,attention,3
85.6,3.32,3,4,2,memory,4
76.0,4.4,2,5,1,pattern,5
71.4,3.58,1,3,1,pattern,3
68.8,2.42,5,5,3,attention,4
72.9,2.46,3,3,-2,routine,3
79.0,2.32,0,2,-1,attention,2
49.6,4.35,6,5,3,memory,4
85.6,2.4,1,4,-2,routine,4
83.2,3.05,1,2,3,routine,2
73.1,4.38,2,5,2,pattern,4
86.9,1.16,0,1,-1,pattern,2
54.9,3.61,4,5,-3,pattern,4
85.0,3.3,2,4,2,pattern,4
89.9,2.53,0,1,2,routine,2
64.6,2.4,2,4,-1,routine,3
94.1,1.42,1,1,-1,attention,2
76.5,3.17,1,5,1,attention,5
71.8,1.57,1,2,-3,attention,2
80.6,2.4,2,4,3,memory,4
82.8,2.8,5,3,-3,memory,2
68.6,2.03,4,2,-3,memory,1
100.0,1.68,0,2,-3,memory,3
54.6,3.4,2,4,-2,pattern,3
83.8,1.62,3,1,-2,routine,1
81.4,4.06,0,4,-3,memory,3
66.0,3.18,4,4,-2,routine,3
77.9,3.0,1,3,0,attention,3
82.8,2.7,0,4,2,routine,4
60.1,3.79,5,5,2,attention,4
83.9,2.2,2,2,3,pattern,2
82.8,3.05,0,3,3,pattern,3
77.0,2.6,4,2,-2,pattern,1
64.8,3.52,4,4,-3,routine,3
81.7,3.36,0,3,-3,routine,3
88.8,0.87,0,1,0,pattern,2
80.8,3.76,0,4,2,attention,4
99.9,1.55,0,1,2,routine,2
89.1,2.51,1,2,2,attention,2
88.8,3.03,1,4,-1,routine,4
85.3,3.39,0,4,2,memory,4
85.6,2.48,5,2,-3,attention,1
87.4,4.37,2,4,3,attention,4
100.0,2.47,0,2,0,routine,3
90.6,2.28,0,4,-3,routine,4
95.8,1.09,0,1,-1,memory,2
60.3,2.71,7,5,-3,pattern,4
83.9,3.48,0,3,-2,routine,3
79.5,1.4,0,3,-2,pattern,3
90.1,1.81,1,1,2,memory,2
100.0,1.72,0,1,1,memory,2
56.0,3.13,2,4,-2,routine,3
82.8,2.23,3,2,-1,pattern,2
53.1,3.58,2,5,-2,attention,4
100.0,0.6,0,1,2,memory,2
96.7,2.0,0,1,3,attention,2
100.0,3.76,0,4,-1,pattern,4
74.0,3.34,1,4,-1,attention,4
97.1,2.12,0,1,3,pattern,2
87.2,2.23,1,2,1,routine,2
93.4,1.88,0,2,2,pattern,3
81.9,0.69,1,2,0,routine,3
87.2,1.03,0,1,-1,attention,2
44.7,3.32,7,4,-3,memory,3
85.2,1.18,2,1,-3,attention,1
70.4,2.91,0,4,-1,routine,4
91.8,1.99,0,2,2,routine,3
88.5,2.1,0,2,3,pattern,3
48.9,3.47,9,5,-1,memory,4
84.9,3.0,0,3,0,memory,3
67.9,1.34,4,3,2,memory,3
100.0,1.49,0,1,0,memory,2
69.1,1.25,1,2,1,routine,2
67.8,3.59,3,5,0,routine,4
100.0,2.65,0,2,2,routine,3
67.1,2.47,1,3,1,routine,3
100.0,1.64,0,1,-2,attention,2
48.6,4.74,4,5,-3,memory,4
100.0,1.79,0,2,-2,attention,3
66.7,1.94,6,1,1,memory,1
76.6,2.51,4,4,1,memory,4
85.5,1.82,1,2,1,attention,2
81.2,0.6,2,1,-2,routine,1
65.9,3.49,4,4,-1,pattern,3
61.3,3.47,5,5,-3,pattern,4
78.9,2.31,2,3,-3,routine,3
77.5,2.15,2,2,2,attention,2
100.0,0.75,0,2,2,attention,3
73.4,2.03,1,3,0,memory,3
70.4,2.05,3,2,2,memory,2
100.0,1.02,1,1,-2,routine,2
61.1,2.24,2,5,0,attention,4
97.3,1.69,0,1,1,pattern,2
66.3,3.79,3,5,-3,attention,4
64.6,3.36,1,5,0,attention,4
51.1,4.26,7,5,1,memory,4
65.7,1.17,2,3,1,attention,3
88.7,1.62,2,3,-3,pattern,3
65.1,4.04,2,5,1,routine,4
59.1,3.55,5,5,1,pattern,4
75.9,1.36,1,2,1,pattern,3
67.4,4.06,2,5,-2,attention,4
78.6,1.78,1,3,3,memory,3
70.8,4.08,1,4,0,attention,3
94.2,2.14,0,1,2,pattern,2
71.6,3.89,2,3,0,routine,2
94.2,0.97,0,1,3,memory,2
89.5,2.36,1,3,2,attention,3
100.0,2.87,0,3,2,routine,4
59.8,3.46,1,5,-1,routine,4
79.2,0.6,1,1,2,routine,2
81.7,2.69,4,4,-3,memory,3
78.3,3.4,2,4,3,attention,4
67.3,4.8,2,5,-1,routine,4
76.2,2.07,2,3,1,routine,3
74.2,1.41,2,3,1,attention,3
72.8,3.15,1,3,-3,attention,3
80.9,2.22,2,2,2,pattern,2
68.3,3.03,5,5,1,routine,4
64.0,3.51,4,2,-1,routine,1
78.3,1.83,3,3,-3,attention,3
89.1,2.74,0,2,2,routine,3
68.4,3.18,3,4,0,attention,3
87.8,1.78,1,3,2,memory,4
70.4,3.25,3,4,2,attention,3
83.4,2.76,1,3,-3,routine,3
82.6,2.03,1,3,3,routine,3
99.2,2.23,0,2,1,pattern,3
66.1,2.58,2,3,-1,attention,3
50.9,4.09,9,5,-3,pattern,4
85.0,1.46,1,2,1,memory,3
78.4,2.82,2,4,3,attention,4
57.8,3.65,3,5,2,memory,4
86.3,3.7,0,5,3,attention,5
57.9,3.1,4,2,2,routine,1
79.9,2.04,0,1,1,attention,1
84.3,3.68,1,3,-2,memory,2
58.3,2.58,1,3,-1,memory,2
89.0,2.28,0,2,-2,routine,2
93.9,2.29,0,2,-1,memory,2
79.7,2.75,2,1,2,pattern,1
100.0,0.6,0,1,-3,attention,2
55.2,2.88,4,2,-3,memory,1
91.1,1.71,0,1,-3,pattern,2
65.0,3.26,6,5,-3,attention,4
65.5,1.33,3,3,1,attention,3
70.3,2.7,2,3,0,routine,2
69.4,2.23,2,4,1,pattern,4
100.0,1.49,1,1,3,memory,2
64.9,2.63,0,5,2,pattern,5
54.6,3.58,8,5,2,pattern,4
77.6,2.94,2,4,-2,routine,3
73.2,2.15,2,3,1,memory,3
97.7,2.73,0,2,1,memory,3
92.7,2.34,1,2,-2,routine,2
86.2,3.02,2,2,1,memory,2
90.9,1.83,1,2,-2,memory,2
79.7,2.92,2,3,0,memory,3
71.5,3.59,3,4,-1,memory,3
73.9,2.95,4,3,1,attention,3
51.3,3.68,3,5,-3,memory,4
90.0,1.02,0,1,3,pattern,2
61.5,3.68,2,4,-1,attention,3
62.0,2.55,3,3,2,pattern,3
91.1,1.72,0,2,-3,memory,3
91.7,2.14,0,1,1,routine,2
49.0,3.67,2,4,-2,pattern,3
67.5,3.8,2,4,-2,attention,3
59.4,4.66,3,5,-3,pattern,4
76.0,1.8,2,4,-2,pattern,4
99.5,2.01,0,2,3,pattern,3
78.2,2.21,1,4,1,memory,4
89.1,2.25,1,2,3,memory,3
75.2,3.33,2,3,-2,pattern,2
80.7,0.95,3,4,0,memory,4
95.7,2.59,0,2,0,routine,3
75.9,2.58,1,3,-2,pattern,3
92.2,1.06,1,2,-2,memory,3
100.0,1.69,0,2,1,attention,3
63.8,1.79,3,3,-1,routine,3
73.4,3.16,2,5,-2,memory,4
49.7,3.23,5,4,3,pattern,3
40.2,4.61,8,5,1,routine,4
80.3,0.66,1,2,1,memory,3
81.9,3.83,2,4,3,memory,4
85.1,2.77,4,4,0,memory,4
60.6,3.32,2,3,2,routine,2
99.4,3.1,0,2,2,routine,3
90.9,1.74,0,2,3,routine,3
71.5,2.9,3,3,-1,memory,2
90.8,1.51,0,2,-1,pattern,2
63.1,3.16,1,4,1,routine,4
64.7,2.05,5,3,-3,pattern,2
87.1,3.32,2,3,-1,memory,3
91.8,2.07,0,2,1,memory,3
76.6,2.6,2,4,3,pattern,4
82.2,2.24,1,3,3,routine,3
80.1,1.58,3,3,0,routine,3
84.2,2.52,1,4,-3,routine,4
70.0,2.24,5,2,0,pattern,1
82.1,3.64,0,5,-3,attention,5
84.9,2.38,0,3,2,attention,4
72.4,2.64,0,4,3,memory,4
78.2,2.63,3,2,2,pattern,2
81.7,2.83,1,3,1,pattern,3
83.1,3.11,2,3,1,attention,3
98.3,2.68,0,2,-2,pattern,2
68.9,3.07,3,4,-2,attention,3
100.0,2.2,0,2,2,attention,3
71.1,2.72,1,4,0,attention,4
89.2,2.05,1,1,1,pattern,2
94.7,2.32,0,2,3,routine,3
90.3,1.62,1,1,-3,memory,2
100.0,2.44,0,2,3,routine,3
100.0,1.82,1,1,-2,attention,1
63.8,2.87,2,3,-1,routine,2
76.5,3.06,2,5,2,routine,5
86.8,3.5,0,4,3,memory,4
79.5,2.1,4,1,2,attention,1
56.0,3.53,2,3,3,attention,2
90.8,2.57,1,2,3,pattern,3
70.0,2.72,4,4,3,routine,4
88.4,1.75,2,1,0,memory,1
74.6,4.08,4,5,1,memory,4
83.4,0.98,1,1,0,routine,2
93.8,1.3,0,1,-2,memory,2
65.7,3.16,2,5,-3,pattern,4
83.0,2.26,2,2,-3,attention,2
61.4,3.19,3,5,0,pattern,4
93.3,2.41,0,1,2,pattern,2
87.0,2.95,0,2,2,pattern,2
92.8,1.01,1,1,-2,pattern,2
80.6,3.94,2,5,-3,pattern,4
75.7,3.13,1,5,1,memory,5
100.0,2.87,0,2,2,attention,3
78.0,2.23,1,3,3,memory,3
67.6,1.6,4,3,-2,pattern,3
66.8,2.34,2,2,0,memory,2
81.5,1.42,2,1,3,memory,2
75.7,1.6,2,2,-1,routine,2
71.6,4.02,2,4,-2,memory,3
94.4,1.87,0,2,-3,memory,2
75.5,2.91,4,3,3,pattern,3
96.2,1.64,1,1,1,pattern,2
79.6,3.61,3,3,3,routine,2
77.8,2.45,5,1,2,memory,1
97.5,3.12,0,3,2,routine,4
82.3,0.72,1,1,-1,attention,2
87.2,2.74,0,1,-1,pattern,1
78.0,1.12,0,2,-1,routine,2
86.4,1.81,0,2,-2,attention,3
78.8,1.18,0,2,-1,attention,3
77.6,2.98,3,3,3,pattern,3
66.1,2.83,5,4,-1,memory,3
88.6,3.25,0,4,-1,pattern,4
85.2,2.48,0,3,0,routine,3
54.9,4.51,3,5,-3,attention,4
81.7,2.12,0,2,0,pattern,2
98.6,3.03,0,2,-1,memory,3
88.2,1.28,1,1,-3,memory,1
84.4,3.19,1,4,2,attention,4
94.9,1.09,0,1,-2,memory,2
80.6,2.65,3,2,0,routine,2
89.2,2.22,0,2,-3,routine,2
69.6,2.18,2,3,1,attention,3
86.5,2.32,0,1,0,pattern,1
72.9,4.26,1,5,-1,routine,4
61.7,3.88,4,4,3,routine,3
88.9,1.78,1,2,1,attention,3
84.0,2.37,1,2,-3,pattern,2
80.0,2.53,2,4,2,pattern,4
74.3,3.59,1,4,1,memory,3
61.8,3.83,3,5,-3,memory,4
50.1,3.58,5,5,3,attention,4
71.3,2.78,0,4,1,memory,4
68.2,2.1,3,4,-3,attention,3
65.3,2.12,2,3,2,routine,3
60.4,1.44,2,3,-3,pattern,3
77.7,1.53,2,3,3,memory,3
80.4,3.03,1,3,3,memory,3
85.5,2.36,0,2,0,attention,2
62.6,3.16,4,5,-1,attention,4
87.3,3.06,0,4,0,attention,4
100.0,0.63,1,1,-1,memory,2
92.3,1.32,1,1,0,routine,2
73.8,3.41,1,4,-2,routine,3
65.4,4.14,4,5,-3,routine,4
75.2,2.38,1,5,3,attention,5
47.2,3.74,6,5,1,attention,4
72.5,2.36,1,2,3,memory,2
75.4,1.88,2,3,2,attention,3
66.0,3.64,2,4,3,attention,3
88.8,1.49,2,1,-3,pattern,1
95.5,1.92,0,1,-2,pattern,2
77.2,3.39,0,5,-2,memory,5
98.0,2.63,0,2,2,pattern,3
53.1,3.48,1,5,2,memory,5
69.7,3.28,2,4,-3,attention,3
82.9,2.33,3,4,-2,pattern,4
73.0,4.96,2,5,2,routine,4
69.9,1.89,3,3,3,routine,3
58.1,3.0,1,3,3,pattern,3
94.8,0.86,1,1,2,pattern,2
67.0,2.85,4,3,-1,pattern,2
65.6,2.77,4,4,-2,memory,3
66.1,3.91,1,5,0,pattern,4
67.5,3.59,3,5,2,attention,4
92.9,1.15,0,2,-2,memory,3
64.5,2.66,5,4,-2,memory,3
78.5,4.14,3,4,-2,memory,3
84.6,1.93,0,2,2,memory,3
88.9,3.69,1,5,3,attention,5
96.0,1.32,0,2,-1,routine,3
68.7,1.52,1,1,-1,routine,1
79.1,1.33,1,2,3,memory,3
77.7,2.61,5,4,1,attention,4
100.0,1.7,1,1,0,attention,2
100.0,1.68,0,1,1,attention,2
40.9,3.46,3,5,3,pattern,4
79.7,1.97,0,2,-2,routine,2
73.5,0.8,0,2,-1,attention,3
90.2,2.17,0,2,1,pattern,3
89.7,0.82,0,1,-2,routine,2
71.2,2.66,4,3,2,memory,3
81.3,1.34,2,2,2,pattern,3
74.5,3.79,1,5,-3,attention,4
77.8,3.92,2,4,2,pattern,4
96.1,2.62,0,2,2,routine,3
51.9,2.84,5,5,-2,routine,4
62.1,4.17,3,5,1,routine,4
64.3,1.76,1,3,0,pattern,3
97.2,2.75,0,1,2,routine,2
100.0,1.82,0,2,-2,routine,3
83.0,2.2,2,1,2,pattern,1
58.2,2.92,7,5,-3,pattern,4
99.0,3.1,0,3,-2,memory,3
97.8,1.44,0,1,0,routine,2
67.2,2.6,3,3,3,pattern,3
84.1,2.28,1,3,-1,attention,3
80.7,2.59,1,3,-3,pattern,3
69.2,3.5,2,5,1,pattern,4
97.8,2.37,0,3,-2,attention,4
81.7,1.82,4,2,-2,pattern,2
91.4,1.53,1,1,3,memory,2
49.9,2.86,7,5,-2,attention,4
93.8,1.66,0,1,2,attention,2
100.0,0.6,0,1,1,routine,2
83.3,0.64,2,1,3,attention,2
54.7,3.12,1,5,0,routine,4
58.4,3.19,4,5,0,memory,4
67.2,4.07,6,5,3,memory,4
84.7,3.07,0,2,-3,pattern,2
100.0,2.1,0,2,1,attention,3
41.8,3.35,7,5,3,attention,4
83.7,2.38,4,2,3,routine,2
85.9,2.45,0,2,1,memory,3
61.3,3.69,3,5,-1,memory,4
84.6,2.22,1,2,-3,attention,2
94.3,2.44,0,3,1,pattern,4
96.9,1.88,0,3,3,attention,4
61.1,1.73,2,3,-3,pattern,2
86.9,0.93,0,1,0,memory,2
84.1,2.37,0,2,2,pattern,2
98.5,1.51,0,2,3,memory,3
87.4,3.38,1,4,0,memory,4
57.4,4.35,5,5,2,memory,4
85.9,2.41,1,2,3,pattern,3
80.8,3.11,2,4,2,routine,4
46.1,2.93,3,4,-3,routine,3
72.3,4.26,3,4,2,attention,3
80.1,3.15,2,4,1,pattern,4
73.9,2.97,1,4,-3,attention,4
96.0,1.71,0,3,0,routine,4
68.5,1.36,1,2,-3,attention,2
94.3,0.6,0,1,2,pattern,2
68.0,2.67,2,5,2,attention,5
77.2,1.55,2,2,3,routine,3
89.9,2.76,0,3,-1,memory,3
60.8,3.81,0,4,-1,pattern,3
85.9,1.14,0,2,2,pattern,3
70.4,2.19,3,4,0,pattern,4
73.4,3.37,3,5,0,routine,5
99.1,2.89,0,4,3,pattern,5
71.1,4.0,0,5,0,attention,5
82.5,1.83,1,2,1,routine,2
97.4,2.11,0,3,0,pattern,4
89.8,1.04,1,2,2,pattern,3
75.3,2.26,5,2,3,memory,2
82.7,3.68,1,4,-1,pattern,3
88.5,2.78,2,3,2,pattern,3
75.6,3.28,2,5,2,attention,5
98.6,0.96,0,1,-1,memory,2
89.1,1.78,0,2,1,pattern,3
56.7,3.83,3,4,3,memory,3
86.9,1.69,2,2,-2,pattern,2
100.0,2.77,1,2,0,attention,2
87.4,2.45,0,2,2,pattern,3
78.8,3.27,3,3,3,memory,3
79.4,3.19,0,4,-3,attention,4
92.6,1.53,1,2,-2,memory,3
66.5,3.21,2,4,1,memory,3
66.0,2.32,3,4,-3,routine,3
85.1,3.3,0,4,3,routine,4
77.1,2.73,3,4,2,attention,4
72.8,1.47,0,1,0,attention,1
82.9,3.52,0,4,1,attention,4
75.7,1.1,1,2,0,memory,2
98.1,2.5,0,2,0,attention,3
56.6,4.7,5,5,1,attention,4
77.1,2.7,1,4,0,pattern,4
92.6,2.49,2,4,-2,memory,4
88.0,2.0,2,2,0,memory,2
72.9,2.21,4,3,-1,attention,3
62.9,3.93,1,4,1,routine,3
100.0,0.9,0,1,0,routine,2
92.3,3.46,0,3,0,routine,3
91.9,0.68,1,1,-2,attention,2
75.1,3.07,0,3,0,attention,3
98.7,1.81,0,3,1,memory,4
84.0,1.47,3,2,3,memory,2
84.3,1.35,0,1,-3,attention,2
72.3,2.13,5,4,-1,attention,3
56.2,2.71,1,5,2,pattern,5
95.7,1.41,1,1,-1,attention,2
93.9,2.11,0,1,-2,routine,2
73.9,4.26,3,5,-3,memory,4
39.0,2.99,4,4,-3,routine,3
70.1,1.97,4,4,3,attention,4
54.4,3.02,4,4,3,pattern,3
70.5,2.43,1,3,-1,pattern,3
76.0,3.45,1,4,2,attention,4
96.0,2.64,0,2,-2,pattern,2
76.6,2.55,2,2,1,attention,2
71.6,1.74,3,2,-2,pattern,2
70.1,2.04,1,3,3,pattern,3
83.7,1.34,0,3,-2,pattern,4
90.9,1.29,0,1,-3,routine,1
87.5,2.97,0,4,-1,pattern,4
48.2,3.7,3,5,-1,routine,4
73.5,2.0,0,4,0,routine,4
82.3,1.75,0,3,-1,memory,3
78.5,1.81,1,4,-2,pattern,4
80.3,2.53,0,3,2,routine,3
96.3,1.7,1,2,1,memory,3
100.0,1.46,1,1,-3,pattern,2
90.0,2.07,0,1,-2,attention,1
71.6,2.59,3,3,1,routine,3
89.3,4.18,2,4,2,memory,4
65.8,2.56,3,3,-3,pattern,2
91.1,2.75,0,2,-1,memory,2
100.0,1.24,0,1,1,memory,2
90.3,2.93,1,4,0,routine,4
78.1,1.78,5,1,-3,attention,1
86.8,1.48,0,2,2,routine,3
100.0,1.18,0,1,2,attention,2
67.0,1.83,2,2,3,attention,2
79.0,2.89,1,4,-2,pattern,4
64.6,2.25,2,3,-3,pattern,2
86.2,1.15,1,2,-3,routine,2
72.0,3.68,2,4,3,attention,4
73.2,2.55,1,3,2,pattern,3
46.0,4.35,4,5,-3,pattern,4
76.0,1.08,2,1,-2,pattern,1
100.0,2.42,0,2,1,routine,3
59.1,2.94,2,4,-1,pattern,3
68.8,2.15,2,3,-2,routine,3
87.2,1.83,0,2,3,attention,3
97.6,0.96,1,1,0,pattern,2
94.3,1.18,0,1,2,attention,2
99.5,2.48,0,2,1,memory,3
100.0,1.09,0,1,-2,routine,2
93.4,2.55,0,2,2,pattern,3
65.4,2.29,2,4,3,memory,4
72.5,3.96,0,3,-2,attention,2
53.7,2.65,3,5,2,memory,4
76.5,2.69,4,3,1,memory,3
88.8,2.2,0,2,0,pattern,3
75.9,2.88,3,5,-1,pattern,4
67.7,2.8,5,3,-3,attention,2
100.0,1.37,0,1,3,memory,2
72.4,3.38,3,4,-2,attention,3
68.1,1.56,3,1,-2,memory,1
63.9,3.01,5,5,2,routine,4
88.8,2.73,1,3,-1,memory,3
82.7,0.6,0,1,-2,pattern,2
65.0,2.24,3,3,-3,attention,2
85.4,3.61,1,3,-3,attention,3
68.2,2.05,2,4,3,memory,4
91.5,3.01,0,5,3,routine,5
70.4,2.72,3,4,0,memory,4
84.0,1.27,1,2,-1,pattern,3
84.3,0.84,0,1,3,memory,2
85.5,3.95,1,5,-3,memory,4
75.3,4.16,6,4,3,memory,3
84.1,2.81,3,4,-1,pattern,4
65.8,2.82,2,4,2,routine,4
84.5,3.15,4,4,-2,routine,3
76.6,0.6,1,2,-3,pattern,2
63.0,3.94,3,5,3,routine,4
74.8,1.19,3,1,1,routine,1
66.5,2.22,3,3,1,attention,3
90.0,1.39,2,2,1,memory,3
70.6,1.93,2,2,-1,routine,2
71.8,2.14,4,4,-1,memory,4
54.6,2.11,4,4,-1,memory,3
76.1,2.35,0,4,-2,routine,4
54.8,3.63,1,5,1,memory,4
68.5,3.52,3,5,0,routine,4
100.0,1.78,0,1,2,routine,2
66.9,3.27,6,4,-3,pattern,3
84.3,2.21,1,3,1,memory,4
76.8,3.03,3,3,0,memory,3
99.9,2.67,0,5,-2,pattern,5
88.8,1.65,1,1,-3,attention,1
77.4,1.16,3,2,-1,pattern,2
63.3,3.04,0,5,3,routine,5
42.7,4.72,2,5,-3,pattern,4
99.2,1.08,0,1,-1,memory,2
94.6,2.37,0,2,-1,routine,3
52.3,2.68,3,3,1,memory,2
100.0,1.97,1,1,2,memory,2
100.0,2.85,0,3,1,attention,4
99.2,1.57,0,3,2,pattern,4
100.0,1.84,1,2,-2,memory,3
84.5,0.79,1,1,0,attention,2
87.6,1.56,1,2,2,pattern,3
50.6,2.62,9,4,3,routine,3
57.6,2.48,5,4,-3,routine,3
79.5,3.64,2,5,-2,routine,4
97.3,2.42,0,1,-1,memory,1
70.3,2.83,4,4,2,attention,3
65.5,1.76,2,3,1,routine,3
72.3,2.2,4,2,-1,attention,1
62.3,3.08,4,4,-3,routine,3
41.3,3.86,8,5,-1,attention,4
76.4,3.6,2,5,-2,pattern,4
68.6,3.45,2,4,0,attention,3
69.9,3.47,3,4,1,attention,3
100.0,1.22,0,1,1,attention,2
82.4,0.63,1,2,0,routine,3
47.1,2.55,3,5,-3,routine,4
100.0,2.86,0,4,-2,routine,4
31.3,3.32,3,5,-1,pattern,4
77.3,2.97,0,4,-1,pattern,4
91.1,3.08,1,4,-3,memory,4
49.4,3.73,5,5,2,routine,4
77.1,2.15,0,3,3,routine,4
81.3,2.03,1,1,1,routine,1
35.1,3.27,4,5,-1,pattern,4
99.4,1.02,0,1,-1,attention,2
68.4,2.13,2,4,3,routine,4
70.1,1.86,6,3,3,attention,3
80.9,1.73,1,2,-1,attention,2
93.6,2.16,0,2,2,routine,3
52.5,3.02,4,5,2,routine,4
84.7,2.7,1,2,-1,attention,2
86.8,1.03,1,1,-3,memory,1
50.0,4.23,4,4,2,attention,3
100.0,1.61,0,1,3,attention,2
53.3,3.08,5,5,-3,routine,4
38.1,5.39,5,5,1,attention,4
78.4,3.53,2,4,-2,pattern,3
100.0,2.27,0,2,-3,pattern,2
72.7,2.0,3,3,1,pattern,3
68.5,3.99,1,5,-2,pattern,4
95.1,2.87,0,2,-3,memory,2
91.5,2.24,0,2,3,memory,3
63.9,2.61,3,3,-2,attention,2
58.4,4.14,6,5,0,memory,4
100.0,0.6,1,1,3,attention,2
64.5,1.85,3,4,-1,routine,4
80.2,4.67,1,4,-3,routine,3
100.0,2.16,0,2,0,attention,3
77.9,2.09,1,2,-1,memory,2
84.2,2.92,0,3,0,pattern,3
87.0,0.6,5,1,-1,routine,1
90.1,1.63,2,2,-3,memory,2
59.6,4.53,1,5,3,pattern,4
76.5,3.28,5,4,-3,attention,3
96.1,2.94,0,3,-1,routine,3
82.0,3.28,0,3,0,routine,3
80.3,1.22,1,4,-1,attention,4
100.0,2.23,0,1,-3,attention,1
58.6,2.82,4,4,-3,routine,3
70.3,3.5,4,5,-2,attention,4
84.4,2.52,1,3,-3,attention,3
77.9,4.65,3,5,2,attention,4
88.7,3.63,0,5,-3,memory,5
84.8,2.69,1,2,-3,pattern,2
74.0,3.12,1,4,1,routine,4
100.0,2.01,0,1,-1,attention,2
49.3,4.07,4,5,1,pattern,4
94.5,1.64,0,1,-3,attention,1
53.6,2.31,5,4,-2,attention,3
45.4,3.84,3,5,1,routine,4
62.8,3.05,6,5,-1,attention,4
76.4,3.74,1,5,-1,pattern,5
86.8,2.26,0,2,-1,pattern,3
93.0,3.0,0,2,-1,memory,2
77.6,2.82,2,1,0,pattern,1
69.8,3.54,6,4,-2,pattern,3
64.6,1.82,9,3,-3,attention,2
97.7,3.43,1,5,2,pattern,5
72.9,3.5,4,5,-3,routine,4
94.9,0.6,0,1,-2,pattern,2
96.9,2.06,0,1,-2,memory,1
59.9,3.49,4,5,2,routine,4
64.4,3.42,5,5,-3,routine,4
68.9,3.05,2,4,3,routine,4
89.7,1.54,2,1,3,attention,2
66.5,3.01,3,4,-2,attention,3
79.4,2.0,3,3,2,attention,3
79.2,2.35,0,3,1,pattern,3
44.6,3.11,2,5,-2,pattern,4
75.4,2.96,1,3,-2,routine,3
57.7,2.9,1,5,-3,memory,4
81.3,1.72,2,1,-1,memory,1
57.5,3.93,3,4,-1,memory,3
69.5,2.68,2,3,3,pattern,3
97.5,2.09,0,3,-3,attention,3
65.5,2.77,4,4,0,routine,3
100.0,1.9,0,1,-3,pattern,2
61.0,1.9,1,3,-1,pattern,3
83.5,1.95,1,3,-3,routine,3
62.3,3.54,5,4,-1,routine,3
86.9,2.57,1,3,1,pattern,3
66.3,1.84,2,1,-3,routine,1
100.0,2.13,0,2,-2,pattern,3
67.2,3.71,2,4,0,pattern,3
66.6,3.63,1,3,0,attention,2
100.0,2.21,0,1,0,memory,2
75.5,4.01,4,3,1,routine,2
71.0,2.81,1,5,3,memory,5
75.0,3.21,4,4,3,attention,3
65.8,3.44,6,5,2,memory,4
81.3,2.01,4,1,1,memory,1
75.9,3.53,3,4,2,memory,4
59.9,3.34,5,4,-3,attention,3
